Event,Country,Athlete,Sport,Gold,Silver,Bronze
Paris 2024,ESP,Turrientes Benat,Football,1,0,0
Paris 2024,ETH,Tola Tamirat,Athletics,1,0,0
Paris 2024,FRA,Apithy-Brunet Manon,Fencing,1,0,0
Paris 2024,FRA,Barraque Jean Pascal,Rugby Sevens,1,0,0
Paris 2024,FRA,Beaugrand Cassandre,Triathlon,1,0,0
Paris 2024,FRA,Brizard Antoine,Volleyball,1,0,0
Paris 2024,FRA,Chinenyeze Barthelemy,Volleyball,1,0,0
Paris 2024,FRA,Clevenot Trevor,Volleyball,1,0,0
Paris 2024,FRA,Daudet Joris,Cycling BMX Racing,1,0,0
Paris 2024,FRA,Diesse Aurelien,Judo,1,0,0
Paris 2024,FRA,Djalo Alpha Oumar,Judo,1,0,0
Paris 2024,FRA,Dupont Antoine,Rugby Sevens,1,0,0
Paris 2024,FRA,Epee Nelson,Rugby Sevens,1,0,0
Paris 2024,FRA,Faure Theo,Volleyball,1,0,0
Paris 2024,FRA,Ferrand Prevot Pauline,Cycling Mountain Bike,1,0,0
Paris 2024,FRA,Forner Theo,Rugby Sevens,1,0,0
Paris 2024,FRA,Gahie Marie Eve,Judo,1,0,0
Paris 2024,FRA,Gestin Nicolas,Canoe Slalom,1,0,0
Paris 2024,FRA,Grandidier Nkanang Aaron,Rugby Sevens,1,0,0
Paris 2024,FRA,Grebennikov Jenia,Volleyball,1,0,0
Paris 2024,FRA,Joseph Jefferson-Lee,Rugby Sevens,1,0,0
Paris 2024,FRA,Jouffroy Quentin,Volleyball,1,0,0
Paris 2024,FRA,Khyar Walide,Judo,1,0,0
Paris 2024,FRA,Laurin Althea,Taekwondo,1,0,0
Paris 2024,FRA,Le Goff Nicolas,Volleyball,1,0,0
Paris 2024,FRA,Louati Yacine,Volleyball,1,0,0
Paris 2024,FRA,Malonga Madeleine,Judo,1,0,0
Paris 2024,FRA,Ngapeth Earvin,Volleyball,1,0,0
Paris 2024,FRA,Parez Edo Martin Stephen,Rugby Sevens,1,0,0
Paris 2024,FRA,Pasquet Varian,Rugby Sevens,1,0,0
Paris 2024,FRA,Patry Jean,Volleyball,1,0,0
Paris 2024,FRA,Rebbadj Rayan,Rugby Sevens,1,0,0
Paris 2024,FRA,Riva Paulin,Rugby Sevens,1,0,0
Paris 2024,FRA,Sepho Jordan,Rugby Sevens,1,0,0
Paris 2024,FRA,Thomas Benjamin,Cycling Track,1,0,0
Paris 2024,FRA,Tillie Kevin,Volleyball,1,0,0
Paris 2024,FRA,Timo Andy,Rugby Sevens,1,0,0
Paris 2024,FRA,Toniutti Benjamin,Volleyball,1,0,0
Paris 2024,FRA,Vaast Kauli,Surfing,1,0,0
Paris 2024,FRA,Zeghdar Antoine,Rugby Sevens,1,0,0
Paris 2024,GBR,Aldridge Eleanor,Sailing,1,0,0
Paris 2024,GBR,Anderson Lola,Rowing,1,0,0
Paris 2024,GBR,Bird Kieran,Swimming,1,0,0
Paris 2024,GBR,Bolding Morgan,Rowing,1,0,0
Paris 2024,GBR,Brash Scott,Equestrian,1,0,0
Paris 2024,GBR,Brayshaw Georgina,Rowing,1,0,0
Paris 2024,GBR,Brightmore Harry,Rowing,1,0,0
Paris 2024,GBR,Canter Rosalind,Equestrian,1,0,0
Paris 2024,GBR,Capewell Sophie,Cycling Track,1,0,0
Paris 2024,GBR,Carnegie Sholto,Rowing,1,0,0
Paris 2024,GBR,Charles Harry,Equestrian,1,0,0
Paris 2024,GBR,Craig Emily,Rowing,1,0,0
Paris 2024,GBR,Dawson Jacob,Rowing,1,0,0
Paris 2024,GBR,Dean Tom,Swimming,1,0,0
Paris 2024,GBR,Digby Tom,Rowing,1,0,0
Paris 2024,GBR,Elwes Charles,Rowing,1,0,0
Paris 2024,GBR,Ford Tom,Rowing,1,0,0
Paris 2024,GBR,Gibbs Rory,Rowing,1,0,0
Paris 2024,GBR,Grant Imogen,Rowing,1,0,0
Paris 2024,GBR,Guy James,Swimming,1,0,0
Paris 2024,GBR,Hales Nathan,Shooting,1,0,0
Paris 2024,GBR,Henry Lauren,Rowing,1,0,0
Paris 2024,GBR,Hodgkinson Keely,Athletics,1,0,0
Paris 2024,GBR,Maher Ben,Equestrian,1,0,0
Paris 2024,GBR,Marchant Katy,Cycling Track,1,0,0
Paris 2024,GBR,Mcewen Tom,Equestrian,1,0,0
Paris 2024,GBR,Mcmillan Jack,Swimming,1,0,0
Paris 2024,GBR,Page Bryony,Trampoline Gymnastics,1,0,0
Paris 2024,GBR,Pidcock Thomas,Cycling Mountain Bike,1,0,0
Paris 2024,GBR,Roberts Toby,Sport Climbing,1,0,0
Paris 2024,GBR,Rudkin James,Rowing,1,0,0
Paris 2024,GBR,Scott Hannah,Rowing,1,0,0
Paris 2024,GEO,Bekauri Lasha,Judo,1,0,0
Paris 2024,GEO,Petriashvili Geno,Wrestling,1,0,0
Paris 2024,GEO,Talakhadze Lasha,Weightlifting,1,0,0
Paris 2024,GER,Brunckhorst Svenja,3x3 Basketball,1,0,0
Paris 2024,GER,Greinacher Sonja,3x3 Basketball,1,0,0
Paris 2024,GER,Hellwig Tim,Triathlon,1,0,0
Paris 2024,GER,Jung Michael,Equestrian,1,0,0
Paris 2024,GER,Kukuk Christian,Equestrian,1,0,0
Paris 2024,GER,Liebscher-Lucz Tom,Canoe Sprint,1,0,0
Paris 2024,GER,Lindemann Laura,Triathlon,1,0,0
Paris 2024,GER,Luehrs Lasse,Triathlon,1,0,0
Paris 2024,GER,Maertens Lukas,Swimming,1,0,0
Paris 2024,GER,Mevius Elisa,3x3 Basketball,1,0,0
Paris 2024,GER,Ogunleye Yemisi,Athletics,1,0,0
Paris 2024,GER,Reichert Marie,3x3 Basketball,1,0,0
Paris 2024,GER,Rendschmidt Max,Canoe Sprint,1,0,0
Paris 2024,GER,Tertsch Lisa,Triathlon,1,0,0
Paris 2024,GER,Varfolomeev Darja,Rhythmic Gymnastics,1,0,0
Paris 2024,GER,Wandres Frederic,Equestrian,1,0,0
Paris 2024,GER,Zeidler Oliver,Rowing,1,0,0
Paris 2024,GRE,Tentoglou Miltiadis,Athletics,1,0,0
Paris 2024,GUA,Ruano Oliva Adriana,Shooting,1,0,0
Paris 2024,HKG,Cheung Ka Long,Fencing,1,0,0
Paris 2024,HKG,Kong Man Wai Vivian,Fencing,1,0,0
Paris 2024,HUN,Andrasfi Tibor,Fencing,1,0,0
Paris 2024,HUN,Gulyas Michelle,Modern Pentathlon,1,0,0
Paris 2024,HUN,Koch Mate Tamas,Fencing,1,0,0
Paris 2024,HUN,Kos Hubert,Swimming,1,0,0
Paris 2024,HUN,Marton Viviana,Taekwondo,1,0,0
Paris 2024,HUN,Nagy David,Fencing,1,0,0
Paris 2024,HUN,Rasovszky Kristof,Marathon Swimming,1,0,0
Paris 2024,HUN,Siklosi Gergely,Fencing,1,0,0
Paris 2024,INA,Juniansyah Rizki,Weightlifting,1,0,0
Paris 2024,INA,Leonardo Veddriq,Sport Climbing,1,0,0
Paris 2024,IRI,Esmaeili Leivesi Saeid,Wrestling,1,0,0
Paris 2024,IRI,Salimi Arian,Taekwondo,1,0,0
Paris 2024,IRI,Saravi Mohammadhadi,Wrestling,1,0,0
Paris 2024,IRL,Harrington Kellie,Boxing,1,0,0
Paris 2024,IRL,Mc Carthy Fintan,Rowing,1,0,0
Paris 2024,IRL,Mc Clenaghan Rhys,Artistic Gymnastics,1,0,0
Paris 2024,IRL,O Donovan Paul,Rowing,1,0,0
Paris 2024,ISR,Reuveny Tom,Sailing,1,0,0
Paris 2024,ITA,Antropova Ekaterina,Volleyball,1,0,0
Paris 2024,ITA,Bacosi Diana,Shooting,1,0,0
Paris 2024,ITA,Banti Caterina Marianna,Sailing,1,0,0
Paris 2024,ITA,Bellandi Alice,Judo,1,0,0
Paris 2024,ITA,Bosetti Caterina Chiara,Volleyball,1,0,0
Paris 2024,ITA,Cambi Carlotta,Volleyball,1,0,0
Paris 2024,ITA,Consonni Chiara,Cycling Track,1,0,0
Paris 2024,ITA,Danesi Anna,Volleyball,1,0,0
Paris 2024,ITA,De Gennaro Giovanni,Canoe Slalom,1,0,0
Paris 2024,ITA,De Gennaro Monica,Volleyball,1,0,0
Paris 2024,ITA,Egonu Paola Ogechi,Volleyball,1,0,0
Paris 2024,ITA,Errani Sara,Tennis,1,0,0
Paris 2024,ITA,Fahr Sarah Luisa,Volleyball,1,0,0
Paris 2024,ITA,Fiamingo Rossella,Fencing,1,0,0
Paris 2024,ITA,Giovannini Gaia,Volleyball,1,0,0
Paris 2024,ITA,Guazzini Vittoria,Cycling Track,1,0,0
Paris 2024,ITA,Lubian Marina,Volleyball,1,0,0
Paris 2024,ITA,Maggetti Marta,Sailing,1,0,0
Paris 2024,ITA,Martinenghi Nicolo,Swimming,1,0,0
Paris 2024,ITA,Navarria Mara,Fencing,1,0,0
Paris 2024,ITA,Omoruyi Oghosasere Loveth,Volleyball,1,0,0
Paris 2024,ITA,Orro Alessia,Volleyball,1,0,0
Paris 2024,ITA,Paolini Jasmine,Tennis,1,0,0
Paris 2024,ITA,Rizzi Giulia,Fencing,1,0,0
Paris 2024,ITA,Rossetti Gabriele,Shooting,1,0,0
Paris 2024,ITA,Santuccio Alberta,Fencing,1,0,0
Paris 2024,ITA,Spirito Ilaria,Volleyball,1,0,0
Paris 2024,ITA,Sylla Myriam Fatime,Volleyball,1,0,0
Paris 2024,ITA,Tita Ruggero,Sailing,1,0,0
Paris 2024,JAM,Stona Roje,Athletics,1,0,0
Paris 2024,JPN,Ami,Breaking,1,0,0
Paris 2024,JPN,Fujinami Akari,Wrestling,1,0,0
Paris 2024,JPN,Fumita Kenichiro,Wrestling,1,0,0
Paris 2024,JPN,Hashimoto Daiki,Artistic Gymnastics,1,0,0
Paris 2024,JPN,Higuchi Rei,Wrestling,1,0,0
Paris 2024,JPN,Horigome Yuto,Skateboarding,1,0,0
Paris 2024,JPN,Iimura Kazuki,Fencing,1,0,0
Paris 2024,JPN,Kagami Yuka,Wrestling,1,0,0
Paris 2024,JPN,Kaya Kazuma,Artistic Gymnastics,1,0,0
Paris 2024,JPN,Kitaguchi Haruka,Athletics,1,0,0
Paris 2024,JPN,Kiyooka Kotaro,Wrestling,1,0,0
Paris 2024,JPN,Kusaka Nao,Wrestling,1,0,0
Paris 2024,JPN,Matsuyama Kyosuke,Fencing,1,0,0
Paris 2024,JPN,Motoki Sakura,Wrestling,1,0,0
Paris 2024,JPN,Nagano Yudai,Fencing,1,0,0
Paris 2024,JPN,Sakurai Tsugumi,Wrestling,1,0,0
Paris 2024,JPN,Shikine Takahiro,Fencing,1,0,0
Paris 2024,JPN,Sugino Takaaki,Artistic Gymnastics,1,0,0
Paris 2024,JPN,Tanigawa Wataru,Artistic Gymnastics,1,0,0
Paris 2024,JPN,Yoshizawa Coco,Skateboarding,1,0,0
Paris 2024,KAZ,Smetov Yeldos,Judo,1,0,0
Paris 2024,KEN,Wanyonyi Emmanuel,Athletics,1,0,0
Paris 2024,KOR,An Se Young,Badminton,1,0,0
Paris 2024,KOR,Ban Hyojin,Shooting,1,0,0
Paris 2024,KOR,Do Gyeongdong,Fencing,1,0,0
Paris 2024,KOR,Gu Bongil,Fencing,1,0,0
Paris 2024,KOR,Jeon Hunyoung,Archery,1,0,0
Paris 2024,KOR,Kim Je Deok,Archery,1,0,0
Paris 2024,KOR,Kim Yujin,Taekwondo,1,0,0
Paris 2024,KOR,Oh Ye Jin,Shooting,1,0,0
Paris 2024,KOR,Park Sangwon,Fencing,1,0,0
Paris 2024,KOR,Park Taejoon,Taekwondo,1,0,0
Paris 2024,KOR,Yang Jiin,Shooting,1,0,0
Paris 2024,MAR,El Bakkali Soufiane,Athletics,1,0,0
Paris 2024,NED,Albers Felice,Hockey,1,0,0
Paris 2024,NED,Balk Lars,Hockey,1,0,0
Paris 2024,NED,Bijen Koen,Hockey,1,0,0
Paris 2024,NED,Blaak Pirmin,Hockey,1,0,0
Paris 2024,NED,Blok Justen,Hockey,1,0,0
Paris 2024,NED,Boonstra Benthe,Rowing,1,0,0
Paris 2024,NED,Bouwmeester Marit,Sailing,1,0,0
Paris 2024,NED,Brinkman Thierry,Hockey,1,0,0
Paris 2024,NED,Burg Joosje,Hockey,1,0,0
Paris 2024,NED,Clevering Ymkje,Rowing,1,0,0
Paris 2024,NED,Croon Jorrit Jan Willem,Hockey,1,0,0
Paris 2024,NED,De Geus Jonas,Hockey,1,0,0
Paris 2024,NED,De Jong Worthy,3x3 Basketball,1,0,0
Paris 2024,NED,De Mol Joep,Hockey,1,0,0
Paris 2024,NED,De Vilder Derck,Hockey,1,0,0
Paris 2024,NED,De Waard Xan,Hockey,1,0,0
Paris 2024,NED,Dicke Pien,Hockey,1,0,0
Paris 2024,NED,Drenth Hermijntje,Rowing,1,0,0
Paris 2024,NED,Driessen Jan,3x3 Basketball,1,0,0
Paris 2024,NED,Duetz Annette,Sailing,1,0,0
Paris 2024,NED,Florijn Finn,Rowing,1,0,0
Paris 2024,NED,Florijn Karolien,Rowing,1,0,0
Paris 2024,NED,Fokke Luna Noa,Hockey,1,0,0
Paris 2024,NED,Hoedemakers Tjep,Hockey,1,0,0
Paris 2024,NED,Hoogland Jeffrey,Cycling Track,1,0,0
Paris 2024,NED,Jansen Yibbi,Hockey,1,0,0
Paris 2024,NED,Janssen Jip,Hockey,1,0,0
Paris 2024,NED,Jochems Marleen,Hockey,1,0,0
Paris 2024,NED,Klein Ikkink Isaya,Athletics,1,0,0
Paris 2024,NED,Koolen Sanne,Hockey,1,0,0
Paris 2024,NED,Matla Frederique,Hockey,1,0,0
Paris 2024,NED,Meester Veronique,Rowing,1,0,0
Paris 2024,NED,Metsemakers Koen,Rowing,1,0,0
Paris 2024,NED,Middendorp Floris,Hockey,1,0,0
Paris 2024,NED,Moes Freeke,Hockey,1,0,0
Paris 2024,NED,Nunnink Laura,Hockey,1,0,0
Paris 2024,NED,Offereins Tinka,Rowing,1,0,0
Paris 2024,NED,Oldenburg Marloes,Rowing,1,0,0
Paris 2024,NED,Omalla Eugene,Athletics,1,0,0
Paris 2024,NED,Post Lisa,Hockey,1,0,0
Paris 2024,NED,Reyenga Tijmen,Hockey,1,0,0
Paris 2024,NED,Sanders Pien,Hockey,1,0,0
Paris 2024,NED,Slagter Arvin,3x3 Basketball,1,0,0
Paris 2024,NED,Telgenkamp Duco,Hockey,1,0,0
Paris 2024,NED,Van Aanholt Odile,Sailing,1,0,0
Paris 2024,NED,Van Ass Seve,Hockey,1,0,0
Paris 2024,NED,Van Dam Thijs,Hockey,1,0,0
Paris 2024,NED,Van Den Berg Roy,Cycling Track,1,0,0
Paris 2024,NED,Van Der Horst Dimeo,3x3 Basketball,1,0,0
Paris 2024,NED,Van Heijningen Steijn,Hockey,1,0,0
Paris 2024,NED,Van Laarhoven Renee,Hockey,1,0,0
Paris 2024,NED,Van Lierop Lennart,Rowing,1,0,0
Paris 2024,NED,Van Rouwendaal Sharon,Marathon Swimming,1,0,0
Paris 2024,NED,Veen Marijn,Hockey,1,0,0
Paris 2024,NED,Veenendaal Anne,Hockey,1,0,0
Paris 2024,NED,Verschoor Maria,Hockey,1,0,0
Paris 2024,NED,Wieten Tone,Rowing,1,0,0
Paris 2024,NED,Wortelboer Floris,Hockey,1,0,0
Paris 2024,NOR,Aardahl Maren,Handball,1,0,0
Paris 2024,NOR,Brattset Dale Kari,Handball,1,0,0
Paris 2024,NOR,Breistoel Kristine,Handball,1,0,0
Paris 2024,NOR,Herrem Camilla,Handball,1,0,0
Paris 2024,NOR,Ingebrigtsen Jakob,Athletics,1,0,0
Paris 2024,NOR,Ingstad Vilde,Handball,1,0,0
Paris 2024,NOR,Jacobsen Marit,Handball,1,0,0
Paris 2024,NOR,Koanda Solfrid Eila Amena,Weightlifting,1,0,0
Paris 2024,NOR,Kristiansen Veronica,Handball,1,0,0
Paris 2024,NOR,Lunde Katrine,Handball,1,0,0
Paris 2024,NOR,Moerk Nora,Handball,1,0,0
Paris 2024,NOR,Oftedal Stine Bredal,Handball,1,0,0
Paris 2024,NOR,Reistad Henny,Handball,1,0,0
Paris 2024,NOR,Rooth Markus,Athletics,1,0,0
Paris 2024,NOR,Rushfeldt Deila Thale,Handball,1,0,0
Paris 2024,NOR,Skogrand Stine,Handball,1,0,0
Paris 2024,NOR,Solberg-Isaksen Sanna,Handball,1,0,0
Paris 2024,NOR,Solberg-Oesthassel Silje,Handball,1,0,0
Paris 2024,NZL,Blyde Michaela,Rugby Sevens,1,0,0
Paris 2024,NZL,Brett Olivia,Canoe Sprint,1,0,0
Paris 2024,NZL,Butcher Finn,Canoe Slalom,1,0,0
Paris 2024,NZL,Felix-Hotham Jazmin,Rugby Sevens,1,0,0
Paris 2024,NZL,Francis Brooke,Rowing,1,0,0
Paris 2024,NZL,Hirini Sarah,Rugby Sevens,1,0,0
Paris 2024,NZL,Kerr Hamish,Athletics,1,0,0
Paris 2024,NZL,King Tyla,Rugby Sevens,1,0,0
Paris 2024,NZL,Ko Lydia,Golf,1,0,0
Paris 2024,NZL,Miller Jorja,Rugby Sevens,1,0,0
Paris 2024,NZL,Nuku Manaia,Rugby Sevens,1,0,0
Paris 2024,NZL,Paul Mahina,Rugby Sevens,1,0,0
Paris 2024,NZL,Pouri-Lane Risi,Rugby Sevens,1,0,0
Paris 2024,NZL,Saili Alena,Rugby Sevens,1,0,0
Paris 2024,NZL,Setefano Theresa,Rugby Sevens,1,0,0
Paris 2024,NZL,Spoors Lucy,Rowing,1,0,0
Paris 2024,NZL,Vaughan Tara,Canoe Sprint,1,0,0
Paris 2024,NZL,Waaka Stacey,Rugby Sevens,1,0,0
Paris 2024,NZL,Woodman-Wickliffe Portia,Rugby Sevens,1,0,0
Paris 2024,PAK,Nadeem Arshad,Athletics,1,0,0
Paris 2024,POL,Miroslaw Aleksandra,Sport Climbing,1,0,0
Paris 2024,POR,Oliveira Rui,Cycling Track,1,0,0
Paris 2024,ROU,Adam Adriana,Rowing,1,0,0
Paris 2024,ROU,Beres Amalia,Rowing,1,0,0
Paris 2024,ROU,Cornea Andrei Sebastian,Rowing,1,0,0
Paris 2024,ROU,Enache Marian Florian,Rowing,1,0,0
Paris 2024,ROU,Lehaci Maria,Rowing,1,0,0
Paris 2024,ROU,Petreanu Victoria Stefania,Rowing,1,0,0
Paris 2024,ROU,Rusu Maria Magdalena,Rowing,1,0,0
Paris 2024,SLO,Garnbret Janja,Sport Climbing,1,0,0
Paris 2024,SLO,Leski Andreja,Judo,1,0,0
Paris 2024,SRB,Arunovic Zorana,Shooting,1,0,0
Paris 2024,SRB,Cuk Milos,Water Polo,1,0,0
Paris 2024,SRB,Dedovic Nikola,Water Polo,1,0,0
Paris 2024,SRB,Djokovic Novak,Tennis,1,0,0
Paris 2024,SRB,Drasovic Radomir,Water Polo,1,0,0
Paris 2024,SRB,Filipovic Radoslav,Water Polo,1,0,0
Paris 2024,SRB,Jaksic Nikola,Water Polo,1,0,0
Paris 2024,SRB,Jaksic Petar,Water Polo,1,0,0
Paris 2024,SRB,Mandic Dusan,Water Polo,1,0,0
Paris 2024,SRB,Mikec Damir,Shooting,1,0,0
Paris 2024,SRB,Misovic Vladimir,Water Polo,1,0,0
Paris 2024,SRB,Randelovic Sava,Water Polo,1,0,0
Paris 2024,SRB,Rasovic Strahinja,Water Polo,1,0,0
Paris 2024,SRB,Rasovic Viktor,Water Polo,1,0,0
Paris 2024,SRB,Ubovic Nemanja,Water Polo,1,0,0
Paris 2024,SRB,Vico Nemanja,Water Polo,1,0,0
Paris 2024,SUI,Leone Chiara,Shooting,1,0,0
Paris 2024,SWE,Ahman David,Beach Volleyball,1,0,0
Paris 2024,SWE,Duplantis Armand,Athletics,1,0,0
Paris 2024,SWE,Hellvig Jonatan,Beach Volleyball,1,0,0
Paris 2024,THA,Wongpattanakit Panipak,Taekwondo,1,0,0
Paris 2024,TPE,Lee Yang,Badminton,1,0,0
Paris 2024,TPE,Lin Yu Ting,Boxing,1,0,0
Paris 2024,TPE,Wang Chi-Lin,Badminton,1,0,0
Paris 2024,TUN,Katoussi Firas,Taekwondo,1,0,0
Paris 2024,UGA,Cheptegei Joshua,Athletics,1,0,0
Paris 2024,UKR,Bakastova Yuliia,Fencing,1,0,0
Paris 2024,UKR,Khyzhniak Oleksandr,Boxing,1,0,0
Paris 2024,UKR,Komashchuk Alina,Fencing,1,0,0
Paris 2024,UKR,Kravatska Olena,Fencing,1,0,0
Paris 2024,UKR,Mahuchikh Yaroslava,Athletics,1,0,0
Paris 2024,USA,Adebayo Bam,Basketball,1,0,0
Paris 2024,USA,Albert Korbin,Football,1,0,0
Paris 2024,USA,Allman Valarie,Athletics,1,0,0
Paris 2024,USA,Bailey Christopher,Athletics,1,0,0
Paris 2024,USA,Best Justin,Rowing,1,0,0
Paris 2024,USA,Bethune Croix,Football,1,0,0
Paris 2024,USA,Booker Devin,Basketball,1,0,0
Paris 2024,USA,Butler Aaliyah,Athletics,1,0,0
Paris 2024,USA,Chiles Jordan,Artistic Gymnastics,1,0,0
Paris 2024,USA,Coffey Samantha,Football,1,0,0
Paris 2024,USA,Collier Napheesa,Basketball,1,0,0
Paris 2024,USA,Copper Kahleah,Basketball,1,0,0
Paris 2024,USA,Corrigan Liam,Rowing,1,0,0
Paris 2024,USA,Crouser Ryan,Athletics,1,0,0
Paris 2024,USA,Curry Stephen,Basketball,1,0,0
Paris 2024,USA,Davidson Tierna,Football,1,0,0
Paris 2024,USA,Davis Anthony,Basketball,1,0,0
Paris 2024,USA,Davis-Woodhall Tara,Athletics,1,0,0
Paris 2024,USA,Dubrovich Jacqueline,Fencing,1,0,0
Paris 2024,USA,Dunn Crystal,Football,1,0,0
Paris 2024,USA,Durant Kevin,Basketball,1,0,0
Paris 2024,USA,Edwards Anthony,Basketball,1,0,0
Paris 2024,USA,Elor Amit,Wrestling,1,0,0
Paris 2024,USA,Embiid Joel,Basketball,1,0,0
Paris 2024,USA,Fox Emily,Football,1,0,0
Paris 2024,USA,Girma Naomi,Football,1,0,0
Paris 2024,USA,Grady Michael,Rowing,1,0,0
Paris 2024,USA,Gray Chelsea,Basketball,1,0,0
Paris 2024,USA,Griner Brittney,Basketball,1,0,0
Paris 2024,USA,Haliburton Tyrese,Basketball,1,0,0
Paris 2024,USA,Hall Quincy,Athletics,1,0,0
Paris 2024,USA,Hayes Quanera,Athletics,1,0,0
Paris 2024,USA,Held Ryan,Swimming,1,0,0
Paris 2024,USA,Hildebrandt Sarah Ann,Wrestling,1,0,0
Paris 2024,USA,Hocker Cole,Athletics,1,0,0
Paris 2024,USA,Holiday Jrue,Basketball,1,0,0
Paris 2024,USA,Holloway Grant,Athletics,1,0,0
Paris 2024,USA,Holmes Alexis,Athletics,1,0,0
Paris 2024,USA,Horan Lindsey,Football,1,0,0
Paris 2024,USA,Ionescu Sabrina,Basketball,1,0,0
Paris 2024,USA,James Lebron,Basketball,1,0,0
Paris 2024,USA,King Lilly,Swimming,1,0,0
Paris 2024,USA,King Matt,Swimming,1,0,0
Paris 2024,USA,Krueger Casey,Football,1,0,0
Paris 2024,USA,Lavelle Rose,Football,1,0,0
Paris 2024,USA,Loyd Jewell,Basketball,1,0,0
Paris 2024,USA,Marks Caroline,Surfing,1,0,0
Paris 2024,USA,Mead Nick,Rowing,1,0,0
Paris 2024,USA,Murphy Casey,Football,1,0,0
Paris 2024,USA,Naeher Alyssa,Football,1,0,0
Paris 2024,USA,Nighswonger Jenna,Football,1,0,0
Paris 2024,USA,Plum Kelsey,Basketball,1,0,0
Paris 2024,USA,Reeves Olivia,Weightlifting,1,0,0
Paris 2024,USA,Rivera Hezly,Artistic Gymnastics,1,0,0
Paris 2024,USA,Rodman Trinity,Football,1,0,0
Paris 2024,USA,Russell Masai,Athletics,1,0,0
Paris 2024,USA,Sams Emily,Football,1,0,0
Paris 2024,USA,Scheffler Scottie,Golf,1,0,0
Paris 2024,USA,Shaw Jaedyn,Football,1,0,0
Paris 2024,USA,Smith Sophia,Football,1,0,0
Paris 2024,USA,Sonnett Emily,Football,1,0,0
Paris 2024,USA,Stewart Breanna,Basketball,1,0,0
Paris 2024,USA,Swanson Mallory,Football,1,0,0
Paris 2024,USA,Tatum Jayson,Basketball,1,0,0
Paris 2024,USA,Taurasi Diana,Basketball,1,0,0
Paris 2024,USA,Terry Twanisha,Athletics,1,0,0
Paris 2024,USA,Thomas Alyssa,Basketball,1,0,0
Paris 2024,USA,Weber Emma,Swimming,1,0,0
Paris 2024,USA,Weintraub Maia Mei,Fencing,1,0,0
Paris 2024,USA,White Derrick,Basketball,1,0,0
Paris 2024,USA,Williams Lily,Cycling Track,1,0,0
Paris 2024,USA,Williams Lynn,Football,1,0,0
Paris 2024,USA,Wilson A'Ja,Basketball,1,0,0
Paris 2024,USA,Wilson Quincy,Athletics,1,0,0
Paris 2024,USA,Young Jackie,Basketball,1,0,0
Paris 2024,UZB,Dusmatov Hasanboy,Boxing,1,0,0
Paris 2024,UZB,Jalolov Bakhodir,Boxing,1,0,0
Paris 2024,UZB,Jamalov Razambek Salambekovitch,Wrestling,1,0,0
Paris 2024,UZB,Keldiyorova Diyora,Judo,1,0,0
Paris 2024,UZB,Khalokov Abdumalik,Boxing,1,0,0
Paris 2024,UZB,Mullojonov Lazizbek,Boxing,1,0,0
Paris 2024,UZB,Muydinkhujaev Asadkhuja,Boxing,1,0,0
Paris 2024,UZB,Rashitov Ulugbek,Taekwondo,1,0,0
Paris 2024,AIN,Andreeva Mirra,Tennis,0,1,0
Paris 2024,AIN,Bardzilouskaya Viyaleta,Trampoline Gymnastics,0,1,0
Paris 2024,AIN,Shnaider Diana,Tennis,0,1,0
Paris 2024,AIN,Zalaty Yauheni,Rowing,0,1,0
Paris 2024,ARG,Bosco Eugenia,Sailing,0,1,0
Paris 2024,ARG,Majdalani Mateo,Sailing,0,1,0
Paris 2024,ARM,Aleksanyan Artur,Wrestling,0,1,0
Paris 2024,ARM,Davtyan Artur,Artistic Gymnastics,0,1,0
Paris 2024,ARM,Lalayan Varazdat,Weightlifting,0,1,0
Paris 2024,AUS,Andrews Abby,Water Polo,0,1,0
Paris 2024,AUS,Andrews Charlize,Water Polo,0,1,0
Paris 2024,AUS,Arancini Zoe,Water Polo,0,1,0
Paris 2024,AUS,Armit Elle,Water Polo,0,1,0
Paris 2024,AUS,Burton Christopher,Equestrian,0,1,0
Paris 2024,AUS,Cartwright Jack,Swimming,0,1,0
Paris 2024,AUS,Collins Jackson,Canoe Sprint,0,1,0
Paris 2024,AUS,Fitzsimmons Riley,Canoe Sprint,0,1,0
Paris 2024,AUS,Gofers Keesja,Water Polo,0,1,0
Paris 2024,AUS,Green Sienna,Water Polo,0,1,0
Paris 2024,AUS,Halligan Bronte,Water Polo,0,1,0
Paris 2024,AUS,Havard Noah,Canoe Sprint,0,1,0
Paris 2024,AUS,Hearn Sienna,Water Polo,0,1,0
Paris 2024,AUS,Hull Jessica,Athletics,0,1,0
Paris 2024,AUS,Jackovich Danijela,Water Polo,0,1,0
Paris 2024,AUS,Johnson Moesha,Marathon Swimming,0,1,0
Paris 2024,AUS,Kearns Tilly,Water Polo,0,1,0
Paris 2024,AUS,Keeney Maddison,Diving,0,1,0
Paris 2024,AUS,Longman Genevieve,Water Polo,0,1,0
Paris 2024,AUS,Morris Grae,Sailing,0,1,0
Paris 2024,AUS,Olyslagers Nicola,Athletics,0,1,0
Paris 2024,AUS,Palm Gabriella,Water Polo,0,1,0
Paris 2024,AUS,Perkins Alexandria,Swimming,0,1,0
Paris 2024,AUS,Ramsay Ella,Swimming,0,1,0
Paris 2024,AUS,Robinson Jack,Surfing,0,1,0
Paris 2024,AUS,Strauch Jenna,Swimming,0,1,0
